movie_id,title,tags
7459,Speed Racer,{Emile Hirsch. Christina Ricci. Matthew Fox. Susan Sarandon. Scott Porter. John Goodman. Lilly Wachowski. Lana Wachowski. Action. Family. Science Fiction. car race. loss of brother. chimp. family. duringcreditsstinger. woman director}
42888,How Do You Know,{Reese Witherspoon. Paul Rudd. Owen Wilson. Jack Nicholson. Kathryn Hahn. Molly Price. James L. Brooks. Comedy. Drama. Romance. love triangle. baseball. athlete. aftercreditsstinger}
37834,Knight and Day,{Tom Cruise. Cameron Diaz. Peter Sarsgaard. Viola Davis. Jordi Mollà. Paul Dano. James Mangold. Action. Comedy. spy. airport. gas station. garage. pilot. chase. secret agent. rope. exploding building. car chase. police car. boy genius. duringcreditsstinger}
75612,Oblivion,{Tom Cruise. Morgan Freeman. Olga Kurylenko. Andrea Riseborough. Nikolaj Coster-Waldau. Melissa Leo. Joseph Kosinski. Action. Science Fiction. Adventure. Mystery. spacecraft. dystopia. space. drone. imax. human vs alien}
1895,Star Wars: Episode III - Revenge of the Sith,{Ewan McGregor. Natalie Portman. Hayden Christensen. Ian McDiarmid. Samuel L. Jackson. Christopher Lee. George Lucas. Science Fiction. Adventure. Action. showdown. death star. vision. cult figure. hatred. dream sequence. expectant mother. space opera. chancel. childbirth. galactic war}
1894,Star Wars: Episode II - Attack of the Clones,{Ewan McGregor. Natalie Portman. Hayden Christensen. Ian McDiarmid. Samuel L. Jackson. Christopher Lee. George Lucas. Adventure. Action. Science Fiction. senate. investigation. army. death star. jedi. cult figure. wedding. violence. kendo. laser gun. space opera. spaceport. teenage rebellion. good becoming evil. alien race. mechanical hand. yoda}
585,Monsters. Inc.,{John Goodman. Billy Crystal. Mary Gibbs. Steve Buscemi. James Coburn. Jennifer Tilly. Pete Docter. Animation. Comedy. Family. monster. infant. energy supply. company. rivalry. hijinks. best friend. scream. conveyor belt. energy company. friend}
76170,The Wolverine,{Hugh Jackman. Hiroyuki Sanada. Famke Janssen. Will Yun Lee. Tao Okamoto. Rila Fukushima. James Mangold. Action. Science Fiction. Adventure. Fantasy. japan. samurai. mutant. world war i. marvel comic. superhero. based on comic book. superhuman. duringcreditsstinger}
1893,Star Wars: Episode I - The Phantom Menace,{Liam Neeson. Ewan McGregor. Natalie Portman. Jake Lloyd. Ian McDiarmid. Anthony Daniels. George Lucas. Adventure. Action. Science Fiction. prophecy. senate. queen. taskmaster. galaxy. apprentice. taxes. space opera}
49519,The Croods,{Nicolas Cage. Emma Stone. Ryan Reynolds. Catherine Keener. Cloris Leachman. Clark Duke. Chris Sanders. Kirk De Micco. Adventure. Animation. Comedy. Family. Fantasy. stone age. daughter. father. prehistoric. ancient world. father daughter relationship. family. cavemen. aftercreditsstinger. duringcreditsstinger}
2395,Asterix at the Olympic Games,{Clovis Cornillac. Gérard Depardieu. Franck Dubosc. José Garcia. Stéphane Rousseau. Jean-Pierre Cassel. Thomas Langmann. Frédéric Forestier. Fantasy. Adventure. Comedy. Family. competition. greece. colosseum. olympic games. emperor. magic. horse. roman. wild boar. governance. galier}
12100,Windtalkers,{Nicolas Cage. Adam Beach. Peter Stormare. Noah Emmerich. Mark Ruffalo. Jason Isaacs. John Woo. Drama. Action. History. War. japan. world war ii. radio transmission. marine corps. u.s. army. code. navajo. pacific war}
290595,The Huntsman: Winters War,{Chris Hemsworth. Charlize Theron. Emily Blunt. Jessica Chastain. Nick Frost. Sheridan Smith. Cedric Nicolas-Troyan. Action. Adventure. Drama. witch. magic. fairy tale. snow white. huntsman}
98566,Teenage Mutant Ninja Turtles,{Megan Fox. Will Arnett. William Fichtner. Alan Ritchson. Noel Fisher. Pete Ploszek. Jonathan Liebesman. Science Fiction. Action. Adventure. Fantasy. Comedy. martial arts. terrorist. hero. mutation. van. turtle. vigilante. superhero. based on comic book. ninja. new york city. sewer. reboot. science experiment. 3d}
49047,Gravity,{Sandra Bullock. George Clooney. Ed Harris. Orto Ignatiussen. Phaldut Sharma. Amy Warren. Alfonso Cuarón. Science Fiction. Thriller. Drama. space mission. loss. space. astronaut. trapped in space}
9619,Dantes Peak,{Pierce Brosnan. Linda Hamilton. Jamie Renée Smith. Jeremy Foley. Elizabeth Hoffman. Charles Hallahan. Roger Donaldson. Action. Adventure. Thriller. helicopter. small town. mayor. evacuation. motel. lava. volcano. cabin. lovers. natural disaster. partnership. volcanologist. rescue. explosion. scientist. seismograph. volcanic eruption. rowboat. catastrophe. acid. county fair. abandoned mine. volcanic ash}
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,{Megan Fox. Stephen Amell. Will Arnett. Laura Linney. Pete Ploszek. Alan Ritchson. Dave Green. Fantasy. Action. Adventure. Comedy. brother brother relationship. turtle. sequel. based on comic book. ninja. rat}
166424,Fantastic Four,{Miles Teller. Kate Mara. Michael B. Jordan. Jamie Bell. Toby Kebbell. Reg E. Cathey. Josh Trank. Action. Adventure. Science Fiction. teleportation. transformation. telekinesis. portal. marvel comic. superhero. based on comic book. superhero team. fantastic four. body horror. invisible woman}
1593,Night at the Museum,{Ben Stiller. Jake Cherry. Carla Gugino. Robin Williams. Dick Van Dyke. Mickey Rooney. Shawn Levy. Action. Adventure. Comedy. Family. Fantasy. museum. skeleton. night shift. chaos. genghis khan. maya civilization. natural history. theodore roosevelt. dinosaur. based on childrens book. magical object. security guard. duringcreditsstinger. inanimate objects coming to life}
254128,San Andreas,{Dwayne Johnson. Alexandra Daddario. Carla Gugino. Ioan Gruffudd. Archie Panjabi. Paul Giamatti. Brad Peyton. Action. Drama. Thriller. california. earthquake. catastrophe. disaster film. 3d. san andreas. san andreas california. rescue operation}
714,Tomorrow Never Dies,{Pierce Brosnan. Jonathan Pryce. Michelle Yeoh. Teri Hatcher. Ricky Jay. Götz Otto. Roger Spottiswoode. Adventure. Action. Thriller. london england. england. spy. china. news broadcast. intelligence. television. missile. manipulation of the media. secret intelligence service. special car. tv station. media tycoon. navy. motorcycle. secret service. hamburg germany}
2024,The Patriot,{Mel Gibson. Heath Ledger. Joely Richardson. Jason Isaacs. Tchéky Karyo. Chris Cooper. Roland Emmerich. Drama. History. War. Action. rebel. southern usa. loss of son. martial arts. general. loss of family. passion. insurgence. french. daughter. south carolina. british. based on true story. gore. mission}
163,Oceans Twelve,{George Clooney. Brad Pitt. Catherine Zeta-Jones. Julia Roberts. Andy García. Casey Affleck. Steven Soderbergh. Thriller. Crime. sequel. fabergé egg. dutch eastindian company. second. part. golden egg. goon}
787,Mr. & Mrs. Smith,{Angelina Jolie. Brad Pitt. Vince Vaughn. Adam Brody. Kerry Washington. Keith David. Doug Liman. Action. Comedy. Drama. Thriller. bomb. assassin. secret identity. secret. assault rifle. gun. married couple. hitman. decoy. marriage crisis. marriage. job. dysfunctional marriage. gunfight. bullet wound}
262500,Insurgent,{Shailene Woodley. Theo James. Kate Winslet. Ansel Elgort. Miles Teller. Naomi Watts. Robert Schwentke. Adventure. Science Fiction. Thriller. based on novel. revolution. dystopia. sequel. dystopic future. young adult. 3d. divergent}
2567,The Aviator,{Leonardo DiCaprio. Cate Blanchett. Kate Beckinsale. John C. Reilly. Alec Baldwin. Alan Alda. Martin Scorsese. Drama. ladykiller. pilot. biography. womanizer. aviation. phobia. u.s. congress. flying boat. test flight}
38745,Gullivers Travels,{Jack Black. Amanda Peet. Emily Blunt. Jason Segel. Chris ODowd. Billy Connolly. Rob Letterman. Comedy. journalist. forbidden love. princess. royal court. 3d}
40805,The Green Hornet,{Seth Rogen. Jay Chou. Christoph Waltz. Cameron Diaz. Edward Furlong. Tom Wilkinson. Michel Gondry. Action. Crime. Comedy. bomb. martial arts. assassin. vandalism. nightclub. training. knife. party. playboy. superhero. revenge. trap. violence. kato. car chase. meth lab}
53182,300: Rise of an Empire,{Sullivan Stapleton. Eva Green. Lena Headey. Callan Mulvey. David Wenham. Rodrigo Santoro. Noam Murro. Action. War. based on graphic novel. ancient greece. duringcreditsstinger. sea battle. hand to hand combat. minions. naval warfare. 3d}
41513,The Smurfs,{Hank Azaria. Neil Patrick Harris. Jayma Mays. Sofía Vergara. Tim Gunn. Jonathan Winters. Raja Gosnell. Animation. Family. Adventure. Comedy. Fantasy. moon. magic. based on comic book. animation. good vs evil. smurf. blue. vortex. mischief. cat and mouse. duringcreditsstinger}
13700,Home on the Range,{Roseanne Barr. Judi Dench. Jennifer Tilly. Steve Buscemi. G. W. Bailey. Cuba Gooding Jr.. Will Finn. John Sanford. Animation. Family. farm. cow. animal}
262504,Allegiant,{Shailene Woodley. Theo James. Zoë Kravitz. Miles Teller. Naomi Watts. Ansel Elgort. Robert Schwentke. Adventure. Science Fiction. based on novel. revolution. dystopia. sequel. dystopic future. young adult. based on young adult novel}
39254,Real Steel,{Hugh Jackman. Dakota Goyo. Evangeline Lilly. Anthony Mackie. Kevin Durand. Hope Davis. Shawn Levy. Action. Science Fiction. Drama. father son relationship. fight. sport. robot. prizefighting. father son reunion. robot fighting}
77931,The Smurfs 2,{Hank Azaria. Neil Patrick Harris. Brendan Gleeson. Jayma Mays. Jonathan Winters. Katy Perry. Raja Gosnell. Fantasy. Family. Comedy. Animation. based on cartoon. animation. smurf}
1639,Speed 2: Cruise Control,{Sandra Bullock. Jason Patric. Willem Dafoe. Temuera Morrison. Mike Hagerty. Colleen Camp. Jan de Bont. Action. Adventure. Thriller. boat. cruise. computer. disaster. diamond. collision course}
80274,Enders Game,{Asa Butterfield. Harrison Ford. Hailee Steinfeld. Abigail Breslin. Ben Kingsley. Viola Davis. Gavin Hood. Science Fiction. Action. Adventure. based on novel. intolerance. chosen one. child prodigy. futuristic. space. science fiction. alien invasion. military school. morality tale. based on young adult novel}
1571,Live Free or Die Hard,{Bruce Willis. Justin Long. Timothy Olyphant. Cliff Curtis. Maggie Q. Mary Elizabeth Winstead. Len Wiseman. Action. Thriller. usa. washington d.c.. helicopter. hostage. fbi. kidnapping. hacker. satellite. transport of prisoners. traffic jam. fistfight. ex-cop. sequel. suspense. shootout. explosion. violence. cell phone. car chase. police car. walkie talkie. based on article. cyber terrorism. action hero. power plant}
120,The Lord of the Rings: The Fellowship of the Ring,{Elijah Wood. Ian McKellen. Cate Blanchett. Orlando Bloom. Sean Bean. Viggo Mortensen. Peter Jackson. Adventure. Fantasy. Action. elves. dwarves. orcs. middle-earth (tolkien). hobbit. based on novel. mountains. fireworks. castle. volcano. password. death of a friend. uncle. mirror. wizard. sword and sorcery}
10204,Around the World in 80 Days,{Jackie Chan. Steve Coogan. Cécile de France. Robert Fyfe. Jim Broadbent. Ian McNeice. Frank Coraci. Action. Adventure. Comedy. paris. london england. new york. jules verne. san francisco. istanbul. hot air balloon. journey round the world}
8489,Ali,{Will Smith. Jamie Foxx. Jon Voight. Mario Van Peebles. Ron Silver. Jeffrey Wright. Michael Mann. Drama. usa. transporter. boxer. biography. muhammad}
10588,The Cat in the Hat,{Mike Myers. Dakota Fanning. Spencer Breslin. Kelly Preston. Alec Baldwin. Amy Hill. Bo Welch. Comedy. Fantasy. Family. cat. brother sister relationship. boredom. chaos. step father. based on childrens book}
2048,I. Robot,{Will Smith. Bridget Moynahan. Alan Tudyk. James Cromwell. Bruce Greenwood. Shia LaBeouf. Alex Proyas. Action. Science Fiction. suicide. artificial intelligence. man vs machine. chicago. based on novel. hero. future. law. dystopia. police. murder. robot. 3d. humanoid robot}
1495,Kingdom of Heaven,{Orlando Bloom. Eva Green. Jeremy Irons. Marton Csokas. Brendan Gleeson. Liam Neeson. Ridley Scott. Drama. Action. Adventure. History. War. crusade. epic. knight. swordsman. order of the templars. religious. knight templars. saladin. king richard}
10137,Stuart Little,{Michael J. Fox. Geena Davis. Hugh Laurie. Jonathan Lipnicki. Nathan Lane. Jeffrey Jones. Rob Minkoff. Animation. Fantasy. Family. Comedy. brother brother relationship. based on novel. cat. mouse. adoption. orphanage. step brother. kids and family. new york city twin towers. gangster}
10198,The Princess and the Frog,{Anika Noni Rose. Bruno Campos. Keith David. Michael-Leon Wooley. Jennifer Cody. Jim Cummings. Ron Clements. John Musker. Romance. Family. Animation. Music. based on novel. voodoo. kiss. princess. animation. cajun. firefly. based on fairy tale. duringcreditsstinger. big dreams. frog prince. charlatan}
286217,The Martian,{Matt Damon. Jessica Chastain. Kristen Wiig. Jeff Daniels. Michael Peña. Sean Bean. Ridley Scott. Drama. Adventure. Science Fiction. based on novel. mars. nasa. isolation. botanist. stranded. spaceship. space. engineering. survival. astronaut. science. deep space explorer. duringcreditsstinger. battle for survival}
1635,The Island,{Ewan McGregor. Scarlett Johansson. Djimon Hounsou. Sean Bean. Steve Buscemi. Michael Clarke Duncan. Michael Bay. Action. Thriller. Science Fiction. Adventure. clone. transplantation. love of ones life. dystopia. genetics. freedom. escape. cloning. plague}
24113,Town & Country,{Warren Beatty. Diane Keaton. Goldie Hawn. Garry Shandling. Andie MacDowell. Nastassja Kinski. Peter Chelsom. Comedy. Romance. architect. cellist. friends. anniversary}
9679,Gone in Sixty Seconds,{Nicolas Cage. Angelina Jolie. Giovanni Ribisi. Delroy Lindo. Will Patton. Christopher Eccleston. Dominic Sena. Action. Crime. Thriller. brother brother relationship. detective. car race. car thief. blackmail. brother. remake. heist. betrayal. organized crime. shootout. police chase. explosion. violence. lock pick. car chase. stakeout. illegal drugs. car movie. stolen cars. ford mustang. blacklight}
98,Gladiator,{Russell Crowe. Joaquin Phoenix. Connie Nielsen. Oliver Reed. Richard Harris. Derek Jacobi. Ridley Scott. Action. Drama. Adventure. rome. gladiator. arena. senate. roman empire. emperor. slavery. battlefield. blood. ancient world. father daughter relationship. combat. mother son relationship. dream sequence. chariot. philosopher. barbarian horde. 2nd century. successor}
180,Minority Report,{Tom Cruise. Colin Farrell. Samantha Morton. Max von Sydow. Lois Smith. Peter Stormare. Steven Spielberg. Action. Thriller. Science Fiction. Mystery. self-fulfilling prophecy. washington d.c.. evidence. future. hologram. dystopia. murder. neo-noir. future noir}
672,Harry Potter and the Chamber of Secrets,{Daniel Radcliffe. Rupert Grint. Emma Watson. Richard Harris. Alan Rickman. Tom Felton. Chris Columbus. Adventure. Fantasy. Family. flying car. witch. magic. cutting the cord. child hero. broom. sorcerers apprentice. school of witchcraft. giant snake. black magic. aftercreditsstinger}
36557,Casino Royale,{Daniel Craig. Eva Green. Mads Mikkelsen. Judi Dench. Jeffrey Wright. Giancarlo Giannini. Martin Campbell. Adventure. Action. Thriller. italy. poker. casino. terrorist. banker. money. free running. torture. british secret service. montenegro}
869,Planet of the Apes,{Mark Wahlberg. Tim Roth. Helena Bonham Carter. Michael Clarke Duncan. Kris Kristofferson. Estella Warren. Tim Burton. Thriller. Science Fiction. Action. Adventure. gorilla. space marine. space suit. revolution. chimp. slavery. space travel. time travel. dystopia. alien planet. ape. human subjugation}
280,Terminator 2: Judgment Day,{Arnold Schwarzenegger. Linda Hamilton. Robert Patrick. Edward Furlong. Michael Edwards. Joe Morton. James Cameron. Action. Thriller. Science Fiction. cyborg. shotgun. post-apocalyptic. dystopia. moral ambiguity. mental institution. violence. fictional war. morphing. nuclear weapons. shape shifter. savior. catch phrase}
11322,Public Enemies,{Christian Bale. Johnny Depp. Giovanni Ribisi. Billy Crudup. Marion Cotillard. Emilie de Ravin. Michael Mann. History. Crime. Drama. cinema. hiding place. machinegun. prison guard. escape from prison. dillinger}
4982,American Gangster,{Denzel Washington. Russell Crowe. Chiwetel Ejiofor. Josh Brolin. Lymari Nadal. Ted Levine. Ridley Scott. Drama. Crime. underdog. black people. drug traffic. drug smuggle. society. ambition. rise and fall. cop. drug dealing. police corruption. gangster. crime. police detective. family. law enforcement. aftercreditsstinger. dishonesty. criminal heroes}
36955,True Lies,{Arnold Schwarzenegger. Jamie Lee Curtis. Tom Arnold. Bill Paxton. Tia Carrere. Art Malik. James Cameron. Action. Thriller. spy. terrorist. florida. gun. kidnapping. horseback riding. florida keys. secret agent. terrorist plot. top secret. woman with glasses. hit with a telephone. truth serum. mushroom cloud. jackhammer. key west}
18487,The Taking of Pelham 1 2 3,{Denzel Washington. John Travolta. Luis Guzmán. Victor Gojcaj. John Turturro. James Gandolfini. Tony Scott. Thriller. Drama. Crime. hostage. new york city. new york subway. subway train. stock market. motorcycle crash. subway tunnel. aftercreditsstinger}
39451,Little Fockers,{Robert De Niro. Ben Stiller. Owen Wilson. Dustin Hoffman. Barbra Streisand. Teri Polo. Paul Weitz. Comedy. Romance. nurse. cat. father-in-law. vomit. kids and family. viagra. duringcreditsstinger}
27581,The Other Guys,{Will Ferrell. Mark Wahlberg. Eva Mendes. Samuel L. Jackson. Dwayne Johnson. Michael Keaton. Adam McKay. Action. Comedy. Crime. narration. ceo. fire truck. shot in the shoulder. zip line. buddy comedy. carjacking. aftercreditsstinger. duringcreditsstinger}
9268,Eraser,{Arnold Schwarzenegger. James Caan. Vanessa Williams. James Coburn. Robert Pastorelli. James Cromwell. Chuck Russell. Action. Drama. Mystery. Thriller. suicide. ambush. showdown. hostage. traitor. new identity. hitman. witness. witness protection. arms dealer. deception. betrayal. treason. conspiracy. u.s. marshal. gunfight. train. explosion. violence. sabotage. corporate crime. rogue agent. assassination attempt. x-ray vision. railgun}
68718,Django Unchained,{Jamie Foxx. Christoph Waltz. Leonardo DiCaprio. Kerry Washington. Samuel L. Jackson. Walton Goggins. Quentin Tarantino. Drama. Western. bounty hunter. hero. plantation. society. friendship. friends. revenge. rivalry. rescue. shootout. racism. danger. dentist. django. dual role. aftercreditsstinger. odd couple. black slave. deadly. chases and races. 19th century}
10545,The Hunchback of Notre Dame,{Tom Hulce. Demi Moore. Tony Jay. Kevin Kline. Paul Kandel. Charles Kimbrough. Gary Trousdale. Kirk Wise. Drama. Animation. Family. paris. based on novel. judge. obsession. dance. sword. mockery. ugliness. cathedral. musical. fool. bell. religion. orphan. army captain. festival. angry mob. witch hunt. 15th century}
11688,The Emperors New Groove,{David Spade. John Goodman. Eartha Kitt. Patrick Warburton. Wendie Malick. Kellyann Kelso. Mark Dindal. Adventure. Animation. Comedy. Family. Fantasy. central and south america. birthday. emperor. palace. kingdom. berater. llama}
76163,The Expendables 2,{Sylvester Stallone. Jason Statham. Dolph Lundgren. Bruce Willis. Arnold Schwarzenegger. Jean-Claude Van Damme. Simon West. Action. Adventure. Thriller. airplane. number in title. airplane crash. violence. beard. ensemble cast. loss of friend. wisecrack humor. airport lounge. asian woman}
2059,National Treasure,{Nicolas Cage. Diane Kruger. Justin Bartha. Sean Bean. Jon Voight. Harvey Keitel. Jon Turteltaub. Adventure. Action. Thriller. Mystery. riddle. treasure. treasure hunt. archaeologist. archeology\xa0}
2486,Eragon,{Ed Speleers. Jeremy Irons. Sienna Guillory. Robert Carlyle. Djimon Hounsou. Garrett Hedlund. Stefen Fangmeier. Fantasy. Action. Adventure. Family. based on novel. mythical creature. dragon. fantasy world. teenage hero. based on young adult novel}
16523,Where the Wild Things Are,{Max Records. Catherine Keener. Lauren Ambrose. James Gandolfini. Catherine OHara. Forest Whitaker. Spike Jonze. Family. Fantasy. childrens book. igloo. wolf costume. swallowed whole. hit with a rock. lying. falling down a hill. snowball fight. childrens perspectives}
116711,Epic,{Josh Hutcherson. Amanda Seyfried. Colin Farrell. Jason Sudeikis. Aziz Ansari. Beyoncé Knowles. Chris Wedge. Animation. Adventure. Family. Fantasy. fantasy. miniature people}
37710,The Tourist,{Johnny Depp. Angelina Jolie. Paul Bettany. Timothy Dalton. Steven Berkoff. Rufus Sewell. Florian Henckel von Donnersmarck. Action. Thriller. Romance. paris. hotel. false identity. undercover agent. romance}
9946,End of Days,{Arnold Schwarzenegger. Gabriel Byrne. Kevin Pollak. Robin Tunney. CCH Pounder. Rod Steiger. Peter Hyams. Action. Fantasy. Horror. Mystery. christianity. sex. new years eve. pastor. nudity. mephisto. nightmare. bible. satanist. faith. ex-cop. anti-christ. millenium. atheist. suspense. priest. hospital. train. new york city. explosion. church. violence. devil. woman in jeopardy. satanic. flashback. stigmata}
1372,Blood Diamond,{Leonardo DiCaprio. Djimon Hounsou. Jennifer Connelly. Kagiso Kuypers. Arnold Vosloo. Antony Coleman. Edward Zwick. Drama. Thriller. Action. rebel. journalist. journalism. loss of family. slavery. mercenary. diamond mine. sierra leone. bootlegger. fisherman. special unit. smuggling. genocide in rwanda. oppression}
106646,The Wolf of Wall Street,{Leonardo DiCaprio. Jonah Hill. Margot Robbie. Kyle Chandler. Rob Reiner. Matthew McConaughey. Martin Scorsese. Crime. Drama. Comedy. corruption. sex. sexuality. bank. humor. biography. wall street. marriage crisis. rise and fall. stockbroker. drug. stock broker}
414,Batman Forever,{Val Kilmer. Tommy Lee Jones. Jim Carrey. Nicole Kidman. Chris ODonnell. Michael Gough. Joel Schumacher. Action. Crime. Fantasy. riddle. dc comics. rose. gotham city. partner. superhero. robin. broken neck. psychologist. violence. criminal. district attorney. millionaire. falling down stairs. tied up. tommy gun. beretta. knocked out. super powers. disfigurement. father figure}
563,Starship Troopers,{Casper Van Dien. Dina Meyer. Denise Richards. Jake Busey. Neil Patrick Harris. Clancy Brown. Paul Verhoeven. Adventure. Action. Thriller. Science Fiction. moon. asteroid. space marine. intelligence. buenos aires. space battle. dystopia. army. satire. spaceship. soldier. drill instructor. military}
83542,Cloud Atlas,{Tom Hanks. Halle Berry. Jim Broadbent. Hugo Weaving. Jim Sturgess. Bae Doona. Tom Tykwer. Lilly Wachowski. Lana Wachowski. Drama. Science Fiction. clone. future. dystopia. ensemble cast. duringcreditsstinger. century. woman director. 1930s}
41216,Legend of the Guardians: The Owls of GaHoole,{Emily Barclay. Abbie Cornish. Essie Davis. Joel Edgerton. Deborra-Lee Furness. Ryan Kwanten. Zack Snyder. Animation. Adventure. Family. Fantasy. owl}
314,Catwoman,{Halle Berry. Benjamin Bratt. Sharon Stone. Lambert Wilson. Frances Conroy. Alex Borstein. Pitof. Action. Crime. white russian. sex. dc comics. beauty. sexism. basketball. superheroine. female protagonist. evil corporation. catwoman. masked superhero. cat lady}
184315,Hercules,{Dwayne Johnson. Ian McShane. John Hurt. Rufus Sewell. Aksel Hennie. Ingrid Bolsø Berdal. Brett Ratner. Action. Adventure. mercenary. battle. ancient greece. hercules. warrior. sagen}
9016,Treasure Planet,{Joseph Gordon-Levitt. Brian Murray. David Hyde Pierce. Emma Thompson. Michael Wincott. Martin Short. Ron Clements. John Musker. Adventure. Animation. Family. Fantasy. Science Fiction. cyborg. based on novel. space marine. mutiny. loss of father. map. pirate gang. treasure hunt. little boy. space. alien. animation. money. treasure map. planet. troubled teen. space pirate}
18162,Land of the Lost,{Will Ferrell. Anna Friel. Danny McBride. Jorma Taccone. Matt Lauer. Bobbe J. Thompson. Brad Silberling. Adventure. Comedy. Science Fiction. alien life-form. dinosaur. primate. duringcreditsstinger}
138103,The Expendables 3,{Sylvester Stallone. Jason Statham. Harrison Ford. Arnold Schwarzenegger. Mel Gibson. Wesley Snipes. Patrick Hughes. Action. Adventure. Thriller. cia. arms dealer. sequel. rescue mission. hospital. battle. sledgehammer. revolver}
257088,Point Break,{Edgar Ramírez. Luke Bracey. Teresa Palmer. Delroy Lindo. Ray Winstone. Tobias Santelmann. Ericson Core. Action. Crime. Thriller. undercover. undercover agent. extreme sports. fbi agent. 3d}
10214,Son of the Mask,{Jamie Kennedy. Alan Cumming. Traylor Howard. Kal Penn. Steven Wright. Bob Hoskins. Lawrence Guterman. Fantasy. Comedy. Family. Adventure. baby. mask. viking}
205775,In the Heart of the Sea,{Chris Hemsworth. Benjamin Walker. Cillian Murphy. Brendan Gleeson. Ben Whishaw. Michelle Fairley. Ron Howard. Thriller. Drama. Adventure. Action. History. suicide. ocean. sea. hunger. shipwreck. ship. whale. based on true story. stranded. survival. whaling. death. new england. lost at sea. based on true events. whaling ship. starvation. 19th century. cannibalism. reference to moby dick. whale oil. nantucket}
11692,The Adventures of Pluto Nash,{Eddie Murphy. Randy Quaid. Rosario Dawson. Joe Pantoliano. Jay Mohr. Luis Guzmán. Ron Underwood. Action. Comedy. Science Fiction. moon. casino. bar. nightclub. future. mafia boss. laser gun}
22972,Green Zone,{Matt Damon. Greg Kinnear. Brendan Gleeson. Amy Ryan. Jason Isaacs. Khalid Abdalla. Paul Greengrass. War. Action. Adventure. Drama. Thriller. weapon of mass destruction. baghdad. iraqi\xa0}
227973,The Peanuts Movie,{Noah Schnapp. Bill Melendez. Venus Schultheis. Hadley Belle Miller. Madisyn Shipman. Francesca Capaldi. Steve Martino. Animation. based on comic strip. family. 3d. charlie brown. snoopy}
29193,The Spanish Prisoner,{Steve Martin. Campbell Scott. Ben Gazzara. Rebecca Pidgeon. Ricky Jay. Felicity Huffman. David Mamet. Crime. Drama. Mystery. Thriller. dialogue. confidence. invention. independent film}
1734,The Mummy Returns,{Brendan Fraser. Rachel Weisz. John Hannah. Arnold Vosloo. Oded Fehr. Dwayne Johnson. Stephen Sommers. Adventure. Action. Fantasy. son. ancient egypt. bracelet}
3131,Gangs of New York,{Leonardo DiCaprio. Daniel Day-Lewis. Cameron Diaz. Liam Neeson. Brendan Gleeson. John C. Reilly. Martin Scorsese. Drama. History. Crime. fire. irish-american. immigrant. gang war. pickpocket. ship. gang of thieves. butcher. pig. army. rescue. gang}
76758,The Flowers of War,{Christian Bale. Ni Ni. Tong Dawei. Zhang Xinyi. Shigeo Kobayashi. Atsuro Watabe. Zhang Yimou. Drama. History. War. forced prostitution. child rape}
9408,Surfs Up,{Shia LaBeouf. Jeff Bridges. Zooey Deschanel. Jon Heder. James Woods. Diedrich Bader. Ash Brannon. Chris Buck. Animation. Comedy. Family. sea. world cup. surfer. wave. surfboard. giant wave. world champion. idol. mockumentary}
9890,The Stepford Wives,{Nicole Kidman. Matthew Broderick. Bette Midler. Glenn Close. Christopher Walken. Roger Bart. Frank Oz. Action. Comedy. Science Fiction. android. housewife. transformation}
855,Black Hawk Down,{Josh Hartnett. Ewan McGregor. Jason Isaacs. Tom Sizemore. William Fichtner. Eric Bana. Ridley Scott. Action. History. War. prisoners of war. wound. somalia. warlord. famine. delta force. rescue operation}
77953,The Campaign,{Will Ferrell. Zach Galifianakis. Dylan McDermott. Jason Sudeikis. Sarah Baker. Millard Darden. Jay Roach. Comedy. politics. politician. election campaign. \xa0north carolinam. congressman. political candidate. moustache. political corruption. campaign manager. campaign finance}
18,The Fifth Element,{Bruce Willis. Gary Oldman. Ian Holm. Milla Jovovich. Chris Tucker. Luke Perry. Luc Besson. Adventure. Fantasy. Action. Thriller. Science Fiction. clone. taxi. cyborg. egypt. future. stowaway. space travel. race against time. arms dealer. love. alien. priest. end of the world. good vs evil. shootout. police chase. cab driver. new york city. space opera. military. opera singer. resort hotel. ancient astronaut. archeologist. ancient evil. cruise liner}
37786,Sex and the City 2,{Sarah Jessica Parker. Kristin Davis. Cynthia Nixon. Kim Cattrall. Chris Noth. David Eigenberg. Michael Patrick King. Comedy. Drama. Romance. }
10501,The Road to El Dorado,{Kenneth Branagh. Kevin Kline. Rosie Perez. Armand Assante. Edward James Olmos. Jim Cummings. Don Michael Paul. Bibo Bergeron. Adventure. Animation. Comedy. Family. gold. horse. sword fight}
57800,Ice Age: Continental Drift,{John Leguizamo. Ray Romano. Chris Wedge. Denis Leary. Seann William Scott. Jennifer Lopez. Steve Martino. Mike Thurmeier. Animation. Comedy. Adventure. Family. blue footed booby. prehistoric times. melting ice. badger. elephant seal. floating ice. land bridge. era. glaciale. deriva}
150689,Cinderella,{Lily James. Cate Blanchett. Richard Madden. Helena Bonham Carter. Stellan Skarsgård. Holliday Grainger. Kenneth Branagh. Romance. Fantasy. Family. Drama. cinderella. magic. prince. fairy tale. kingdom. royalty. orphan. lost shoe. evil stepmother. retelling}
